TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2021,2,19,11,15,37XX OSLER ST,Shaughnessy,490521.3188,5455546.56
Theft from Vehicle,2021,10,17,7,3,37XX PUGET DR,Arbutus Ridge,487265.5527,5455732.0839
Theft from Vehicle,2021,10,20,1,0,37XX PUGET DR,Dunbar-Southlands,487298.7532,5455674.0187
Theft from Vehicle,2021,12,5,14,0,37XX RENFREW ST,Renfrew-Collingwood,496761.7927,5455381.7406
Theft from Vehicle,2021,8,25,18,0,37XX ST GEORGE ST,Riley Park,493156.6882,5455442.5596
Theft from Vehicle,2021,1,23,10,35,37XX W 10TH AVE,West Point Grey,486434.7209,5456769.3966
Theft from Vehicle,2021,10,4,1,0,37XX W 11TH AVE,West Point Grey,486345.0994,5456667.1747
Theft from Vehicle,2021,2,8,4,4,37XX W 16TH AVE,West Point Grey,486406.9851,5456161.2731
Theft from Vehicle,2021,1,8,22,0,37XX W 29TH AVE,Dunbar-Southlands,486320.7181,5454834.7492
Theft from Vehicle,2021,5,23,20,0,37XX W 31ST AVE,Dunbar-Southlands,486410.4031,5454623.3112
Theft from Vehicle,2021,1,9,22,0,37XX W 35TH AVE,Dunbar-Southlands,486367.8061,5454210.6367
Theft from Vehicle,2021,1,30,15,30,37XX W 35TH AVE,Dunbar-Southlands,486402.2379,5454210.3131
Theft from Vehicle,2021,4,22,23,0,37XX W 36TH AVE,Dunbar-Southlands,486382.4866,5454095.1576
Theft from Vehicle,2021,9,11,12,0,37XX W 38TH AVE,Dunbar-Southlands,486406.1715,5453879.8838
Theft from Vehicle,2021,2,13,23,0,37XX W 8TH AVE,West Point Grey,486361.3784,5456956.5913
Theft from Vehicle,2021,7,27,3,0,37XX W BROADWAY AVE,West Point Grey,486446.5702,5456857.4282
Theft from Vehicle,2021,4,3,14,30,38XX ASH ST,South Cambie,491393.8454,5455425.2584
Theft from Vehicle,2021,8,13,19,0,38XX CLARK DR,Kensington-Cedar Cottage,494326.469,5455338.5677
Theft from Vehicle,2021,8,20,22,0,38XX COLLINGWOOD ST,Dunbar-Southlands,486769.9159,5455568.3049
Theft from Vehicle,2021,1,7,22,0,38XX COLLINGWOOD ST,Dunbar-Southlands,486770.0066,5455500.3444
Theft from Vehicle,2021,5,3,17,0,38XX DUMFRIES ST,Kensington-Cedar Cottage,494670.4657,5455363.579
Theft from Vehicle,2021,9,14,19,30,38XX DUNBAR ST,Dunbar-Southlands,486529.2758,5455576.7785
Theft from Vehicle,2021,2,18,18,0,38XX GLENDALE ST,Renfrew-Collingwood,498158.0922,5455278.4155
Theft from Vehicle,2021,5,13,5,22,38XX GRANVILLE ST,Shaughnessy,489876.7475,5455400.7473
Theft from Vehicle,2021,10,7,6,8,38XX GRANVILLE ST,Shaughnessy,489876.7475,5455400.7473
Theft from Vehicle,2021,7,10,22,0,38XX HUDSON ST,Shaughnessy,490227.2328,5455357.9765
Theft from Vehicle,2021,12,22,2,30,38XX HUDSON ST,Shaughnessy,490227.2328,5455357.9765
Theft from Vehicle,2021,1,27,0,0,38XX LAUREL ST,South Cambie,490932.7731,5455352.7104
Theft from Vehicle,2021,3,26,12,30,38XX MAIN ST,Riley Park,492653.6357,5455290.4203
Theft from Vehicle,2021,5,3,19,0,38XX MAIN ST,Riley Park,492655.57,5455355.7838
Theft from Vehicle,2021,12,5,20,0,38XX MARGUERITE ST,Shaughnessy,489498.4341,5455360.586
Theft from Vehicle,2021,4,7,1,0,38XX POINT GREY RD,West Point Grey,486167.1085,5457643.0599
Theft from Vehicle,2021,6,12,16,0,38XX QUEBEC ST,Riley Park,492515.6137,5455357.108
Theft from Vehicle,2021,11,23,17,30,38XX SLOCAN ST,Renfrew-Collingwood,496393.6569,5455294.5722
Theft from Vehicle,2021,2,10,19,0,38XX W 11TH AVE,West Point Grey,486321.5629,5456658.6458
Theft from Vehicle,2021,6,7,23,0,38XX W 12TH AVE,West Point Grey,486185.474,5456564.5536
Theft from Vehicle,2021,6,25,21,0,38XX W 13TH AVE,West Point Grey,486133.8984,5456472.9805
Theft from Vehicle,2021,6,5,23,0,38XX W 13TH AVE,West Point Grey,486227.5757,5456470.5406
Theft from Vehicle,2021,5,22,19,0,38XX W 14TH AVE,West Point Grey,486237.2791,5456360.2864
Theft from Vehicle,2021,5,21,17,0,38XX W 14TH AVE,West Point Grey,486292.6819,5456358.8167
Theft from Vehicle,2021,6,8,4,27,38XX W 14TH AVE,West Point Grey,486292.6819,5456358.8167
Theft from Vehicle,2021,6,7,22,30,38XX W 14TH AVE,West Point Grey,486301.2055,5456358.5906
Theft from Vehicle,2021,6,16,21,30,38XX W 15TH AVE,West Point Grey,486127.7098,5456261.1333
Theft from Vehicle,2021,5,22,23,0,38XX W 16TH AVE,West Point Grey,486304.743,5456162.9775
Theft from Vehicle,2021,7,17,19,0,38XX W 24TH AVE,Dunbar-Southlands,486302.8245,5455378.6503
Theft from Vehicle,2021,5,18,23,0,38XX W 26TH AVE,Dunbar-Southlands,486204.449,5455152.7802
Theft from Vehicle,2021,12,17,12,54,38XX W 2ND AVE,West Point Grey,486349.021,5457531.494
Theft from Vehicle,2021,10,11,23,0,38XX W 4TH AVE,West Point Grey,486191.7861,5457351.97
Theft from Vehicle,2021,12,10,20,0,38XX W 8TH AVE,West Point Grey,486167.2843,5456961.0462
Theft from Vehicle,2021,1,24,22,30,38XX W BROADWAY AVE,West Point Grey,486228.5043,5456870.8073
Theft from Vehicle,2021,5,22,22,30,38XX WINDSOR ST,Kensington-Cedar Cottage,493904.8146,5455330.6188
Theft from Vehicle,2021,8,1,17,0,39XX CLARK DR,Kensington-Cedar Cottage,494324.7444,5455240.739
Theft from Vehicle,2021,11,16,6,15,39XX DUMFRIES ST,Kensington-Cedar Cottage,494657.4815,5455155.8764
Theft from Vehicle,2021,4,7,20,0,39XX FRASER ST,Riley Park,493435.6715,5455182.8822
Theft from Vehicle,2021,10,10,16,0,39XX KNIGHT ST,Kensington-Cedar Cottage,494453.9013,5455198.2541
Theft from Vehicle,2021,7,3,14,0,39XX NANAIMO ST,Renfrew-Collingwood,495883.285,5455147.8803
Theft from Vehicle,2021,7,21,12,23,39XX OSLER ST,Shaughnessy,490544.4944,5455270.4376
Theft from Vehicle,2021,1,12,4,20,39XX PERRY ST,Kensington-Cedar Cottage,494820.0233,5455233.0684
Theft from Vehicle,2021,9,23,23,0,39XX PUGET DR,Dunbar-Southlands,487501.4618,5455411.0776
Theft from Vehicle,2021,6,4,18,0,39XX QUESNEL DR,Dunbar-Southlands,487334.6394,5455478.7117
Theft from Vehicle,2021,5,7,19,30,39XX QUESNEL DR,Dunbar-Southlands,487339.355,5455472.5512
Theft from Vehicle,2021,12,31,17,30,39XX VICTORIA DR,Kensington-Cedar Cottage,495261.3883,5455196.5342
Theft from Vehicle,2021,6,5,23,0,39XX W 11TH AVE,West Point Grey,486058.4229,5456665.1952
Theft from Vehicle,2021,11,20,18,0,39XX W 12TH AVE,West Point Grey,486095.8556,5456575.7915
Theft from Vehicle,2021,11,18,18,45,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Theft from Vehicle,2021,8,17,2,0,39XX W 18TH AVE,Dunbar-Southlands,486021.35,5455993.1399
Theft from Vehicle,2021,3,28,22,30,39XX W 20TH AVE,Dunbar-Southlands,485958.3983,5455793.9941
Theft from Vehicle,2021,8,20,0,0,39XX W 24TH AVE,Dunbar-Southlands,485973.4555,5455381.4053
Theft from Vehicle,2021,8,21,2,0,39XX W 33RD AVE,Dunbar-Southlands,486093.5147,5454427.9936
Theft from Vehicle,2021,6,9,21,0,39XX W 35TH AVE,Dunbar-Southlands,486095.4272,5454204.2345
Theft from Vehicle,2021,8,6,21,0,39XX W 36TH AVE,Dunbar-Southlands,485919.0255,5454109.9055
Theft from Vehicle,2021,11,7,0,6,39XX W 36TH AVE,Dunbar-Southlands,485938.0041,5454100.385
Theft from Vehicle,2021,1,11,23,0,39XX W 37TH AVE,Dunbar-Southlands,485945.0648,5453995.8128
Theft from Vehicle,2021,8,6,2,11,39XX W 38TH AVE,Dunbar-Southlands,485949.9692,5453883.9602
Theft from Vehicle,2021,7,13,12,0,39XX W 4TH AVE,West Point Grey,486123.6922,5457327.6504
Theft from Vehicle,2021,5,2,22,0,39XX W BROADWAY AVE,West Point Grey,486129.7383,5456885.8476
Theft from Vehicle,2021,9,8,12,0,39XX W KING EDWARD AVE,Dunbar-Southlands,486103.4277,5455258.5514
Theft from Vehicle,2021,10,15,23,0,39XX WELWYN ST,Kensington-Cedar Cottage,494909.7487,5455254.9172
Theft from Vehicle,2021,1,1,4,20,3X E 10TH AVE,Mount Pleasant,492411.6934,5456589.1553
Theft from Vehicle,2021,8,11,1,0,3X E 14TH AVE,Mount Pleasant,492405.4266,5456187.2329
Theft from Vehicle,2021,7,3,20,0,3X E 37TH AVE,Riley Park,492370.5266,5453838.8394
Theft from Vehicle,2021,7,3,23,0,3X E 37TH AVE,Riley Park,492370.5266,5453838.8394
Theft from Vehicle,2021,2,3,9,0,3X E 52ND AVE,Sunset,492340.0407,5452236.402
Theft from Vehicle,2021,5,5,10,50,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2021,7,13,17,0,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2021,7,17,15,0,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2021,7,28,15,0,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2021,12,3,4,45,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft from Vehicle,2021,5,23,1,0,3X W 11TH AVE,Mount Pleasant,492315.5008,5456499.769
Theft from Vehicle,2021,8,17,23,0,3X W 61ST AVE,Marpole,492203.2337,5451376.4086
Theft from Vehicle,2021,7,13,19,5,3X W 63RD AVE,Marpole,492205.7281,5451181.2022
Theft from Vehicle,2021,3,26,3,0,3X W PENDER ST,Central Business District,492310.1566,5458674.5229
Theft from Vehicle,2021,7,26,16,0,3X W PENDER ST,Central Business District,492310.1566,5458674.5229
Theft from Vehicle,2021,9,27,3,30,3X W PENDER ST,Central Business District,492316.874,5458672.6783
Theft from Vehicle,2021,7,30,0,0,3X WATER ST,Central Business District,492359.1735,5458989.7138
Theft from Vehicle,2021,1,26,15,0,3X WATER ST,Central Business District,492360.0246,5458989.4837
Theft from Vehicle,2021,3,20,21,0,3X WATER ST,Central Business District,492367.4521,5458996.9497
Theft from Vehicle,2021,3,20,21,30,3X WATER ST,Central Business District,492367.4521,5458996.9497
Theft from Vehicle,2021,9,4,21,5,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Theft from Vehicle,2021,1,18,21,30,3XX ABBOTT ST,Central Business District,492232.8713,5458896.059
Theft from Vehicle,2021,6,2,8,0,3XX ABBOTT ST,Central Business District,492232.8713,5458896.059
Theft from Vehicle,2021,8,28,17,44,3XX ABBOTT ST,Central Business District,492232.8713,5458896.059
Theft from Vehicle,2021,11,9,12,30,3XX ABBOTT ST,Central Business District,492232.8713,5458896.059
Theft from Vehicle,2021,7,8,20,0,3XX ABBOTT ST,Central Business District,492236.0933,5458907.3993
Theft from Vehicle,2021,12,18,14,0,3XX ABBOTT ST,Central Business District,492236.0933,5458907.3993
Theft from Vehicle,2021,1,27,23,0,3XX ALEXANDER ST,Strathcona,492893.912,5459034.7296
Theft from Vehicle,2021,1,12,15,20,3XX ALEXANDER ST,Strathcona,492900.992,5459043.6545
Theft from Vehicle,2021,1,27,19,30,3XX ALEXANDER ST,Strathcona,492964.6928,5459032.4943
Theft from Vehicle,2021,1,11,19,45,3XX BURRARD ST,Central Business District,491516.6744,5459414.892
Theft from Vehicle,2021,12,21,7,11,3XX BURRARD ST,Central Business District,491516.6744,5459414.892
Theft from Vehicle,2021,1,4,7,0,3XX BUTE ST,Central Business District,491115.5528,5459614.4414
Theft from Vehicle,2021,11,27,0,0,3XX CAMBIE ST,Central Business District,492046.0751,5458946.4089
Theft from Vehicle,2021,8,4,23,0,3XX CAMBIE ST,Central Business District,492046.7157,5458948.5025
Theft from Vehicle,2021,3,20,17,15,3XX CAMBIE ST,Central Business District,492064.4008,5458975.0476
Theft from Vehicle,2021,1,19,11,19,3XX CAMPBELL AVE,Strathcona,493840.4398,5458808.1168
Theft from Vehicle,2021,1,5,15,23,3XX COLUMBIA ST,Central Business District,492560.5973,5458841.5922
Theft from Vehicle,2021,7,4,10,45,3XX COLUMBIA ST,Central Business District,492560.5973,5458841.5922
Theft from Vehicle,2021,10,21,11,0,3XX COLUMBIA ST,Central Business District,492560.6997,5458845.2497
Theft from Vehicle,2021,7,23,10,50,3XX DRAKE ST,Central Business District,490920.8338,5457936.7927
Theft from Vehicle,2021,8,20,19,0,3XX DRAKE ST,Central Business District,490920.8338,5457936.7927
Theft from Vehicle,2021,11,12,22,0,3XX DUNSMUIR ST,Central Business District,491796.3944,5458737.8055
Theft from Vehicle,2021,3,21,19,0,3XX DUNSMUIR ST,Central Business District,491810.572,5458710.6121
Theft from Vehicle,2021,4,23,18,0,3XX E 13TH AVE,Mount Pleasant,492931.8265,5456277.5443
Theft from Vehicle,2021,10,27,3,7,3XX E 14TH AVE,Mount Pleasant,492862.1206,5456176.6347
Theft from Vehicle,2021,11,15,0,0,3XX E 14TH AVE,Mount Pleasant,492862.1206,5456176.6347
Theft from Vehicle,2021,9,12,6,30,3XX E 15TH AVE,Mount Pleasant,492876.6868,5456077.4177
Theft from Vehicle,2021,3,12,12,0,3XX E 15TH AVE,Mount Pleasant,492925.3078,5456076.314
Theft from Vehicle,2021,6,2,21,30,3XX E 17TH AVE,Riley Park,492838.439,5455875.7407
Theft from Vehicle,2021,9,3,22,0,3XX E 17TH AVE,Riley Park,492951.7348,5455880.483
Theft from Vehicle,2021,6,5,23,8,3XX E 18TH AVE,Riley Park,492836.3121,5455776.847
Theft from Vehicle,2021,1,1,23,0,3XX E 19TH AVE,Riley Park,492902.4378,5455682.7471
Theft from Vehicle,2021,9,19,4,30,3XX E 1ST AVE,Mount Pleasant,492919.0581,5457286.2247
Theft from Vehicle,2021,9,26,18,0,3XX E 1ST AVE,Mount Pleasant,492919.0581,5457286.2247
Theft from Vehicle,2021,12,17,7,40,3XX E 1ST AVE,Mount Pleasant,492936.489,5457271.4271
Theft from Vehicle,2021,3,12,0,0,3XX E 1ST AVE,Mount Pleasant,492962.5816,5457247.9263
Theft from Vehicle,2021,3,14,16,51,3XX E 1ST AVE,Mount Pleasant,492962.5816,5457247.9263
Theft from Vehicle,2021,4,20,7,0,3XX E 1ST AVE,Mount Pleasant,493020.6131,5457196.8617
Theft from Vehicle,2021,2,4,16,15,3XX E 26TH AVE,Riley Park,492794.3711,5454984.7342
Theft from Vehicle,2021,2,6,14,30,3XX E 2ND AVE,Mount Pleasant,492949.4721,5457145.3089
Theft from Vehicle,2021,3,18,8,45,3XX E 2ND AVE,Mount Pleasant,492949.4721,5457145.3089
Theft from Vehicle,2021,6,12,4,0,3XX E 2ND AVE,Mount Pleasant,492949.4721,5457145.3089
Theft from Vehicle,2021,7,4,23,0,3XX E 2ND AVE,Mount Pleasant,492949.4721,5457145.3089
Theft from Vehicle,2021,7,22,4,17,3XX E 2ND AVE,Mount Pleasant,492949.4721,5457145.3089
Theft from Vehicle,2021,8,2,3,0,3XX E 2ND AVE,Mount Pleasant,492949.4721,5457145.3089
Theft from Vehicle,2021,11,12,3,0,3XX E 2ND AVE,Mount Pleasant,493006.7354,5457097.9137
Theft from Vehicle,2021,1,31,23,30,3XX E 32ND AVE,Riley Park,492901.4905,5454390.9843
Theft from Vehicle,2021,8,23,3,0,3XX E 34TH AVE,Riley Park,492851.2741,5454103.6498
Theft from Vehicle,2021,7,25,23,55,3XX E 35TH AVE,Riley Park,492881.8564,5454010.7766
Theft from Vehicle,2021,5,4,21,0,3XX E 36TH AVE,Riley Park,492832.1386,5453923.0651
Theft from Vehicle,2021,5,16,21,0,3XX E 37TH AVE,Riley Park,492773.6953,5453828.3298
Theft from Vehicle,2021,9,11,18,0,3XX E 38TH AVE,Riley Park,492866.7998,5453720.7262
Theft from Vehicle,2021,7,3,2,9,3XX E 38TH AVE,Riley Park,492876.457,5453720.4321
Theft from Vehicle,2021,1,12,0,0,3XX E 39TH AVE,Riley Park,492850.6909,5453620.324
Theft from Vehicle,2021,3,14,1,35,3XX E 39TH AVE,Riley Park,492870.3001,5453628.9443
Theft from Vehicle,2021,6,6,22,0,3XX E 40TH AVE,Riley Park,492766.7759,5453523.3642
Theft from Vehicle,2021,1,8,0,0,3XX E 40TH AVE,Riley Park,492883.4206,5453529.0943
Theft from Vehicle,2021,1,8,13,48,3XX E 40TH AVE,Riley Park,492883.4206,5453529.0943
Theft from Vehicle,2021,4,2,0,0,3XX E 40TH AVE,Riley Park,492883.4206,5453529.0943
Theft from Vehicle,2021,9,24,23,10,3XX E 41ST AVE,Riley Park,492785.7431,5453374.3726
Theft from Vehicle,2021,9,27,18,0,3XX E 45TH AVE,Sunset,492802.5395,5452949.646
Theft from Vehicle,2021,6,7,5,0,3XX E 47TH AVE,Sunset,492758.7508,5452748.1971
Theft from Vehicle,2021,11,21,21,0,3XX E 49TH AVE,Sunset,492809.1851,5452536.3946
Theft from Vehicle,2021,9,16,22,0,3XX E 51ST AVE,Sunset,492817.9875,5452332.0146
Theft from Vehicle,2021,5,15,14,0,3XX E 54TH AVE,Sunset,492758.0985,5452034.02
Theft from Vehicle,2021,6,17,6,25,3XX E 60TH AVE,Sunset,492724.3824,5451445.1001
Theft from Vehicle,2021,8,16,16,0,3XX E 63RD AVE,Sunset,492705.6668,5451199.8161
Theft from Vehicle,2021,5,2,17,0,3XX E 63RD AVE,Sunset,492725.6501,5451206.9161
Theft from Vehicle,2021,2,13,14,0,3XX E 64TH AVE,Sunset,492748.616,5451091.1477
Theft from Vehicle,2021,6,8,20,0,3XX E 64TH AVE,Sunset,492817.1309,5451097.3953
Theft from Vehicle,2021,7,25,19,0,3XX E 6TH AVE,Mount Pleasant,492880.1439,5456965.5517
Theft from Vehicle,2021,2,21,23,0,3XX E 7TH AVE,Mount Pleasant,492844.2698,5456875.3433
Theft from Vehicle,2021,1,6,10,25,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Theft from Vehicle,2021,5,8,15,0,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Theft from Vehicle,2021,10,10,16,0,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Theft from Vehicle,2021,1,21,10,0,3XX E CORDOVA ST,Strathcona,492910.2192,5458832.9335
Theft from Vehicle,2021,11,24,16,0,3XX E CORDOVA ST,Strathcona,492913.1934,5458832.8349
Theft from Vehicle,2021,1,9,5,0,3XX E HASTINGS ST,Strathcona,492946.213,5458727.7298
Theft from Vehicle,2021,10,2,1,5,3XX E HASTINGS ST,Strathcona,492970.968,5458726.9962
Theft from Vehicle,2021,1,12,7,0,3XX E KENT AVE N,Sunset,492754.9336,5450530.6501
Theft from Vehicle,2021,5,29,11,44,3XX E KENT AVE S,Sunset,492760.3789,5450493.1371
Theft from Vehicle,2021,1,16,18,0,3XX E PENDER ST,Strathcona,492929.588,5458619.91
Theft from Vehicle,2021,12,8,21,15,3XX E PENDER ST,Strathcona,492929.588,5458619.91
Theft from Vehicle,2021,7,7,6,0,3XX E WATERFRONT RD,Strathcona,492909.898,5459160.8576
Theft from Vehicle,2021,6,13,4,0,3XX E WOODSTOCK AVE,Riley Park,492775.9377,5453428.4702
Theft from Vehicle,2021,8,22,20,30,3XX E WOODSTOCK AVE,Riley Park,492913.9842,5453426.5833
Theft from Vehicle,2021,11,1,14,0,3XX GORE AVE,Strathcona,492907.2841,5458832.9456
Theft from Vehicle,2021,11,7,8,28,3XX GORE AVE,Strathcona,492907.2841,5458832.9456
Theft from Vehicle,2021,2,17,14,0,3XX GRANVILLE ST,Central Business District,491733.9029,5459199.4414
Theft from Vehicle,2021,6,9,7,30,3XX GRANVILLE ST,Central Business District,491779.1428,5459232.0296
Theft from Vehicle,2021,12,31,19,16,3XX HELMCKEN ST,Central Business District,491228.9929,5458095.6786
Theft from Vehicle,2021,3,28,15,30,3XX HOMER ST,Central Business District,491963.2707,5458993.3344
Theft from Vehicle,2021,3,15,17,45,3XX HOWE ST,Central Business District,491685.9442,5459284.5187
Theft from Vehicle,2021,10,12,5,45,3XX HOWE ST,Central Business District,491686.3105,5459284.877
Theft from Vehicle,2021,10,10,14,10,3XX HOWE ST,Central Business District,491712.3401,5459323.201
Theft from Vehicle,2021,7,18,8,30,3XX HOWE ST,Central Business District,491721.5616,5459319.4363
Theft from Vehicle,2021,9,11,19,30,3XX HOWE ST,Central Business District,491721.5616,5459319.4363
Theft from Vehicle,2021,1,4,23,0,3XX INDUSTRIAL AVE,Strathcona,492887.0343,5457452.0376
Theft from Vehicle,2021,9,8,6,20,3XX INDUSTRIAL AVE,Strathcona,492887.0343,5457452.0376
Theft from Vehicle,2021,11,21,20,0,3XX KEEFER ST,Strathcona,492997.5533,5458518.0425
Theft from Vehicle,2021,3,11,1,0,3XX MAIN ST,Strathcona,492755.1141,5458755.89
Theft from Vehicle,2021,3,1,1,0,3XX N GARDEN DR,Grandview-Woodland,495798.0016,5459492.6736
Theft from Vehicle,2021,9,21,22,39,3XX POWELL ST,Strathcona,492965.4059,5458940.7395
Theft from Vehicle,2021,1,14,21,0,3XX PRINCESS AVE,Strathcona,493355.6074,5458818.7745
Theft from Vehicle,2021,10,22,16,20,3XX RAILWAY ST,Strathcona,492963.5452,5459098.4888
Theft from Vehicle,2021,2,6,0,0,3XX RENFREW ST,Hastings-Sunrise,496795.6928,5458789.3235
Theft from Vehicle,2021,1,21,22,32,3XX ROBSON ST,Central Business District,491559.6963,5458460.7362
Theft from Vehicle,2021,11,25,0,30,3XX ROBSON ST,Central Business District,491559.6963,5458460.7362
Theft from Vehicle,2021,1,10,0,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Theft from Vehicle,2021,2,22,13,0,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Theft from Vehicle,2021,2,4,17,0,3XX SEMLIN DR,Grandview-Woodland,495376.4359,5458728.6139
Theft from Vehicle,2021,6,19,7,45,3XX SW MARINE DR,Marpole,491764.71,5450970.8024
Theft from Vehicle,2021,11,30,8,0,3XX TERMINAL AVE,Strathcona,492876.0374,5457737.2692
Theft from Vehicle,2021,11,15,7,0,3XX TERMINAL AVE,Strathcona,492883.0932,5457735.4695
Theft from Vehicle,2021,1,12,17,0,3XX UNION ST,Strathcona,492996.2262,5458316.5012
Theft from Vehicle,2021,8,25,0,0,3XX VERNON DR,Strathcona,494240.5976,5458836.5471
Theft from Vehicle,2021,8,2,0,0,3XX VERNON DR,Strathcona,494249.6896,5458833.8928
Theft from Vehicle,2021,10,15,12,30,3XX VICTORIA DR,Grandview-Woodland,495236.1738,5458796.0737
Theft from Vehicle,2021,6,12,9,0,3XX W 10TH AVE,Mount Pleasant,491812.6576,5456605.6773
Theft from Vehicle,2021,8,2,21,0,3XX W 13TH AVE,Mount Pleasant,491794.9813,5456294.2817
Theft from Vehicle,2021,11,22,23,0,3XX W 13TH AVE,Mount Pleasant,491890.8878,5456291.1615
Theft from Vehicle,2021,5,5,22,0,3XX W 13TH AVE,Mount Pleasant,491912.8093,5456290.4483
Theft from Vehicle,2021,10,16,20,0,3XX W 13TH AVE,Mount Pleasant,491912.8093,5456290.4483
Theft from Vehicle,2021,8,24,7,0,3XX W 14TH AVE,Mount Pleasant,491779.3232,5456225.6399
Theft from Vehicle,2021,9,24,0,1,3XX W 14TH AVE,Mount Pleasant,491876.6361,5456223.0379
Theft from Vehicle,2021,5,22,20,0,3XX W 14TH AVE,Mount Pleasant,491907.9101,5456213.0687
Theft from Vehicle,2021,9,4,2,0,3XX W 15TH AVE,Mount Pleasant,491849.8455,5456121.3771
Theft from Vehicle,2021,8,11,10,0,3XX W 15TH AVE,Mount Pleasant,491877.0811,5456110.9733
Theft from Vehicle,2021,2,7,9,3,3XX W 18TH AVE,Riley Park,491883.1917,5455791.2862
Theft from Vehicle,2021,3,12,20,18,3XX W 1ST AVE,Mount Pleasant,491735.3322,5457291.7416
Theft from Vehicle,2021,2,16,0,0,3XX W 1ST AVE,Mount Pleasant,491809.0154,5457347.2484
Theft from Vehicle,2021,5,13,9,0,3XX W 1ST AVE,Mount Pleasant,491868.2492,5457417.5461
Theft from Vehicle,2021,4,2,20,0,3XX W 20TH AVE,Riley Park,491808.7074,5455571.2673
Theft from Vehicle,2021,9,18,23,0,3XX W 20TH AVE,Riley Park,491808.7074,5455571.2673
Theft from Vehicle,2021,9,5,0,0,3XX W 20TH AVE,Riley Park,491901.2454,5455568.4851
Theft from Vehicle,2021,4,21,20,0,3XX W 26TH AVE,Riley Park,491890.1265,5455020.4047
Theft from Vehicle,2021,8,21,19,0,3XX W 4TH AVE,Mount Pleasant,491933.5764,5457191.5709
Theft from Vehicle,2021,11,24,16,0,3XX W 59TH AVE,Marpole,491814.8202,5451577.1792
Theft from Vehicle,2021,3,5,17,0,3XX W 59TH AVE,Marpole,491852.9632,5451576.5825
Theft from Vehicle,2021,3,6,1,0,3XX W 59TH AVE,Marpole,491867.6335,5451576.3531
Theft from Vehicle,2021,4,13,18,0,3XX W 5TH AVE,Mount Pleasant,491928.9142,5457103.9632
Theft from Vehicle,2021,11,3,11,55,3XX W 5TH AVE,Mount Pleasant,491928.9142,5457103.9632
Theft from Vehicle,2021,9,17,3,30,3XX W 64TH AVE,Marpole,491722.6084,5451136.745
Theft from Vehicle,2021,7,9,9,0,3XX W 7TH AVE,Mount Pleasant,491862.3378,5456894.1039
Theft from Vehicle,2021,9,22,17,0,3XX W 7TH AVE,Mount Pleasant,491867.9019,5456893.969
Theft from Vehicle,2021,9,20,10,0,3XX W 7TH AVE,Mount Pleasant,491887.392,5456902.6429
Theft from Vehicle,2021,8,6,13,0,3XX W BROADWAY AVE,Mount Pleasant,491877.3813,5456721.0303
Theft from Vehicle,2021,2,12,8,30,3XX W GEORGIA ST,Central Business District,491651.5653,5458615.1512
