"SV_TAXONOMY","TAXONOMY_NAME","RG_REFERENCE","RG_NAME","SV_REFERENCE","SV_NAME","SV_DESCRIPTION","SL_REFERENCE","LC_REFERENCE","PHONE_NUMBER","WEBSITE","EMAIL_ADDRESS","WHEELCHAIR_ACCESSIBLE","LANGUAGE","HOURS","STREET_NUMBER","STREET_NAME","STREET_TYPE","STREET_DIRECTION","CITY","PROVINCE","POSTAL_CODE","LATITUDE","LONGITUDE","811_LINK"
"LN-9300","Walk In Medical Clinics","17658072","Able Care Medical Clinic","17658073","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. No appointment required. It is recommended that you call before going to the clinic to confirm hours and availability.","17658075","17658074","6049457819","https://wellclinics.ca/properties/able-care-medical-clinic/",,"Y",,"Mon 08:10 - 16:30; Tue 08:10 - 16:30; Wed 08:10 - 16:30; Thu 08:10 - 16:30; Fri 08:10 - 16:30; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","56-2991 Lougheed Highway","","","","Coquitlam","BC","V3B 6J6","49.277419","-122.795021","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658073&SiteResourceAgencyNum=17658074"
"LN-9300","Walk In Medical Clinics","17658076","Walnut Grove Medical","17658077","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Appointment required; no walk-in accepted. Online booking is available or call the clinic to schedule.","17658079","17658078","6048821250","https://www.walnutgrovemedical.ca/",,"Y",,"Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","401-21183 88th Avenue","","","","Langley","BC","V1M 2G5","49.162736","-122.633984","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658077&SiteResourceAgencyNum=17658078"
"LN-9300","Walk In Medical Clinics","17658080","Point Grey Medical Clinic","17658081","Walk-in Clinic","Provides access to non-urgent medical care by in-person visit or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to schedule a phone appointment.","17658083","17658082","7783794448","https://wellclinics.ca/properties/point-grey-medical-clinic/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","4448 West 10th Avenue","","","","Vancouver","BC","V6R 2H9","49.263830","-123.207511","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658081&SiteResourceAgencyNum=17658082"
"LN-9300","Walk In Medical Clinics","17658132","Kensington Walk-in and Paediatric Medical Clinic","17658133","Walk-in Clinic","Provides access to non-urgent medical care by in-person visit or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. In-person, virtual and phone visits are available.","17658135","17658134","6042999769","https://www.kensingtonmedicalclinic.com/","appointments@kensingtonmedicalclinic.com","Y",,"Mon 07:00 - 20:00; Tue 07:00 - 20:00; Wed 07:00 - 20:00; Thu 07:00 - 20:00; Fri 07:00 - 20:00; Sat 07:00 - 18:00; Sun 07:00 - 17:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm.","6548 Hastings Street","","","","Burnaby","BC","V5B 1S2","49.279428","-122.968239","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658133&SiteResourceAgencyNum=17658134"
"LN-9300","Walk In Medical Clinics","17658142","Ursus Care Clinic","17658143","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same-day in-person appointment. It is recommended that you call before going to the clinic to confirm hours and availability.","17658147","17658146","6044659188","https://www.ursusclinic.ca/services#Walk-in",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 15:00; Sun 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Clinic hours are subject to change; call to confirm. Closed statutory holidays.","203-19800 Lougheed Highway","","","","Pitt Meadows","BC","V3Y 2W1","49.221288","-122.671707","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658143&SiteResourceAgencyNum=17658146"
"LN-9300","Walk In Medical Clinics","17658173","Medcare Plus Medical Clinic","17658174","Walk-in Clinic","Provides access to non-urgent medical care by in-person visit or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted.","17658176","17658175","6046003911","https://medcareplus.ca/",,"Y",,"Mon 08:00 - 17:00; Tue 08:00 - 17:00; Wed 08:00 - 17:00; Thu 08:00 - 17:00; Fri 08:00 - 17:00; Sat 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","7618 6th Street","","","","Burnaby","BC","V3N 0G6","49.222443","-122.931687","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658174&SiteResourceAgencyNum=17658175"
"LN-9300","Walk In Medical Clinics","17658190","Peninsula Medical Clinic","17658191","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required for phone and walk-in visits. Call or visit to book a same or next-day appointment.","17658193","17658192","6045314131","http://www.peninsulamedicalclinic.ca/slide-view/services/",,"Y",,"Mon 08:00 - 16:00; Tue 08:00 - 18:00; Wed 08:00 - 16:00; Thu 08:00 - 17:00; Fri 08:00 - 16:00; Sun 09:00 - 13:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours may be available; call to confirm. Closed Christmas Eve and Christmas Day.","15388 24th Avenue","","","","Surrey","BC","V4A 2J2","49.045582","-122.796387","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658191&SiteResourceAgencyNum=17658192"
"LN-9300","Walk In Medical Clinics","17658218","Newport Medical Clinic","17658219","Walk-in Clinic","Provides non-urgent medical care for people on a walk-in basis to get advice, assessment and treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day in-person appointment. It is recommended that you call before going to the clinic to confirm hours and availability.","17658221","17658220","6044610016","https://newportmedicalclinic.com/",,"Y",,"Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 09:00 - 14:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","100-205 Newport Drive","","","","Port Moody","BC","V3H 5C9","49.282787","-122.827535","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658219&SiteResourceAgencyNum=17658220"
"LN-9300","Walk In Medical Clinics","17658222","Plateau Medical Clinic","17658223","Walk-in Clinic","Provides access to non-urgent medical care by in-person visit or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Online booking is available or call the clinic to schedule.","17658225","17658224","6044681500","https://www.plateaumedical.net/",,"Y",,"Mon 09:00 - 19:30; Tue 09:00 - 19:30; Wed 09:00 - 19:30; Thu 09:00 - 19:30; Fri 09:00 - 14:30; Sat 10:00 - 14:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","1410 Parkway Boulevard","","","","Coquitlam","BC","V3E 3J7","49.297014","-122.803349","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658223&SiteResourceAgencyNum=17658224"
"LN-9300","Walk In Medical Clinics","17658226","New Pitt Meadows Medical Clinic","17658227","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","38358446","38358443","6044654911","https://newpittmeadowsmedicalclinic.ca/",,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 17:00; Note that hours are subject to physician availability and patient volume. Statutory holiday hours: 09:00 - 17:00; closed for lunch 12:30 - 13:30.","12181 Harris Road","","","","Pitt Meadows","BC","V3Y 2E9","49.224038","-122.690225","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658227&SiteResourceAgencyNum=38358443"
"LN-9300","Walk In Medical Clinics","17658240","Broadway Station Medical Clinic","17658241","Walk-in Clinic","Provides access to non-urgent medical care by phone or in-person visit for people who need health advice, assessment and or treatment for minor illness and injuries. Appointment required; no walk-in accepted. Call to schedule an in-person or phone appointment.","17658243","17658242","6048725377",,,"Y",,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 10:00 - 17:00; Sun 10:00 - 17:00; Note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients before the listed closing time. Statutory holiday hours may be available; call to confirm. Closed Christmas Day.","2516 Commercial Drive","","","","Vancouver","BC","V5N 4C2","49.261940","-123.069626","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658241&SiteResourceAgencyNum=17658242"
"LN-9300","Walk In Medical Clinics","17658244","HealthVue Medical Clinic","17658245","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17658247","17658246","6042709833","https://healthvuemedical.com/contact/",,"Y",,"Mon 09:00 - 16:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 16:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","180-11700 Cambie Road","","","","Richmond","BC","V6X 1L5","49.184268","-123.093420","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658245&SiteResourceAgencyNum=17658246"
"LN-9300","Walk In Medical Clinics","17658290","Khazamipour Medical Services","17658291","Walk-in Clinic","Provides access to non-urgent medical care by phone, in-person or virtual appointment for people who need health advice, assessment and or treatment for minor illness and injuries. Walk-in service available, or call to book a same or next-day telephone or virtual appointment.","17658293","17658292","6042311924","https://www.richmondclinic.ca/",,"Y",,"Mon 10:00 - 17:00; Tue 10:00 - 17:00; Wed 10:00 - 17:00; Thu 10:00 - 17:00; Fri 10:00 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","130-8120 Cook Road","","","","Richmond","BC","V6Y 1T9","49.166534","-123.134890","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658291&SiteResourceAgencyNum=17658292"
"LN-9300","Walk In Medical Clinics","17658298","Safa Medical Clinic","17658299","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17658301","17658300","6048884472","https://www.safamedical.ca/",,"Y",,"Mon 08:30 - 17:00; Tue 08:30 - 17:00; Wed 08:30 - 17:00; Thu 08:30 - 17:00; Fri 08:30 - 17:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","5-8948 202nd Street","","","","Langley","BC","V1M 4A7","49.165841","-122.662404","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658299&SiteResourceAgencyNum=17658300"
"LN-9300","Walk In Medical Clinics","17658302","Manchenda Medical Clinic","17658303","Walk-in Clinic","Provides access to non-urgent medical care for people who need health advice, assessment and or treatment for minor illness and injuries. All appointments are by phone unless the doctor determines there is a need for an in-person assessment. Call to schedule; no walk-in accepted.","17658305","17658304","6045989880","https://www.primacy.ca/locations/manchanda/",,"Y",,"Mon 08:30 - 15:00; Tue 08:30 - 15:00; Wed 08:30 - 15:00; Thu 08:30 - 15:00; Fri 08:30 - 15:00; Sat 08:30 - 14:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","7550 King George Blvd","","","","Surrey","BC","V3W 2T2","49.139977","-122.845528","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658303&SiteResourceAgencyNum=17658304"
"LN-9300","Walk In Medical Clinics","17658329","Kwantlen Medical Clinic","17658330","Walk-in Clinic","Provides medical care by phone for non-urgent medical concerns such as fever, cold and flu symptoms, rashes, and minor injury, pain or infection. In-person services are not available. Appointment required; no walk-in accepted. Call to schedule a phone appointment.","17658332","17658331","6045728161",,,"Y",,"Mon 09:00 - 15:00; Tue 09:00 - 15:00; Wed 09:00 - 15:00; Thu 09:00 - 15:00; Fri 09:00 - 15:00; Note that hours are subject to physician availability and patient volume. Closed statutory holidays.","12818 72nd Avenue","","","","Surrey","BC","V3W 2M9","49.133650","-122.867417","http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658330&SiteResourceAgencyNum=17658331"
